"producto","presentacion","marca","categoria","catalogo","precio","fechaRegistro","cadenaComercial","giro","nombreComercial","direccion","estado","municipio","latitud","longitud"
"QUESO. COTIJA","1 KG. GRANEL. QUESO. COTIJA","S/M","DERIVADOS DE LECHE","BASICOS",87.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"YOGHURT","VASO 125 GR. FRESA","YOPLAIT","DERIVADOS DE LECHE","BASICOS",3.3,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"YOGHURT","VASO 125 GR. FRESA","LALA","DERIVADOS DE LECHE","BASICOS",2.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"LECHE EN POLVO","ENTERA. BOLSA 500 GR.","ALPURA","LECHE PROCESADA","BASICOS",48.51,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"LECHE EN POLVO","ENTERA. LATA 1,800 KG.","ALPURA","LECHE PROCESADA","BASICOS",173.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"LECHE EN POLVO","NIÑOS. LATA 1.6 KG. (PRODUCTO LÁCTEO)","NIDO. KINDER","LECHE PROCESADA","BASICOS",156.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"LECHE EVAPORADA","DESCREMADA. LATA 378 GR.  CREMOSA Y LIGERA Ó 80% MENOS GRASA","CARNATION. CLAVEL. CREMOSA Y LIGERA","LECHE PROCESADA","BASICOS",9.95,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"LECHE CONDENSADA","LATA 397 GR.","LA LECHERA.","LECHE PROCESADA","BASICOS",12.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"CAPERUCITA","1 KG. GRANEL. QUESO MANCHEGO","S/M","DERIVADOS DE LECHE","BASICOS",114.2,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"ZWAN. PREMIUM","PAQUETE 500 GR. SALCHICHA. DE PAVO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",25.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"DUBY","1 KG. GRANEL. MORTADELA. TIPO AMERICANO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",31.6,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"FUD","1 KG. GRANEL. MORTADELA","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",37.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"ALPINO","1 KG. GRANEL. QUESO. DE PUERCO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",79.6,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"ATUN","LATA 170 GR. EN ACEITE","HERDEZ","PESCADOS Y MARISCOS EN CONSERVA","MERCADOS",9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"LECHE EN POLVO","LATA 360 GR.","NIDO. ENTERA","LECHE PROCESADA","MERCADOS",34.95,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"FUD","1 KG. GRANEL. CHORIZO. ESTILO CANTIMPALO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",55.2,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"KIR","1 KG. GRANEL. SALCHICHA. VIENA","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",37.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"SAN RAFAEL","1 KG. GRANEL. SALCHICHA. VIENA","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",50.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"ZWAN","1 KG. GRANEL. SALCHICHA. VIENESA","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","MERCADOS",51.6,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"ZWAN. PREMIUM","1 KG. GRANEL. SALCHICHA. DE PAVO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","MERCADOS",45,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"DUBY","1 KG. GRANEL. SALCHICHA. VIENA","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",27.8,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"ALPINO","1 KG. GRANEL. JAMON. TIPO YORK. FINO. 16% PROTEINAS","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",101,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"FUD YORK","1 KG. GRANEL. JAMON. DE PIERNA.TIPO YORK. FINO. 16% PROTEINAS","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","MERCADOS",129.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"FUD","1 KG. GRANEL. JAMON. DE PAVO Y CERDO. VIRGINIA. COMERCIAL 12% PROTEINAS","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",74.2,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"KIR","1 KG. GRANEL. JAMON. DE PIERNA. PREFERENTE. 14% PROTEINAS","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",106.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"TOCINO AHUMADO","1 KG. GRANEL","PARMA. CAMPESTRE","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",81,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"PARMA. CAMPESTRE","1 KG. GRANEL. CHORIZO. RANCHERO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",88.77,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"CARNE POLLO","1 KG. GRANEL. ENTERO. CON VICERAS O TIPO SUPER","S/M","CARNE DE AVE","BASICOS",29.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"CARNE RES","1 KG. GRANEL. FILETE LIMPIO","S/M","CARNE Y VISCERAS DE RES","BASICOS",205,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"CHULETA DE RES/CHULETA COSTILLA/CHULETON","1 KG. GRANEL","S/M","CARNE Y VISCERAS DE RES","MERCADOS",90.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"HIGADO DE RES","1 KG. GRANEL","S/M","CARNE Y VISCERAS DE RES","MERCADOS",24.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"PANZA DE RES","1 KG. GRANEL. CRUDA","S/M","CARNE Y VISCERAS DE RES","MERCADOS",19,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"CARNE RES","1 KG. GRANEL. BISTEC DIEZMILLO","S/M","CARNE Y VISCERAS DE RES","BASICOS",79.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"GALLETAS DULCES","PAQUETE 280 GR. POLVORONES","MARINELA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",13,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"GALLETAS DULCES","CAJA 752 GR. SANDWICH. OREO. CHOCOLATE CON RELLENO CREMOSO BLANCO","NABISCO","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",41.97,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"GALLETAS SALADAS","CAJA 1 KG. SALADITAS","GAMESA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",37.65,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"GALLETAS POPULARES","PAQUETE 170 GR. MARIAS","GAMESA","GALLETAS PASTAS Y HARINAS DE TRIGO","MERCADOS",5.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"ARROZ","BOLSA 900 GR. SUPER EXTRA","VERDE VALLE","ARROZ Y CEREALES PREPARADOS","BASICOS",15.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"AVENA","BOTE 510 GR. HOJUELA","AVENA 1","ARROZ Y CEREALES PREPARADOS","BASICOS",18.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL INSURGENTES","PERPETUA NO. 35 ESQ. INSURGENTES SUR","DISTRITO FEDERAL","BENITO JUAREZ                           ",19.366903,-99.181344
"PAN DE CAJA","PAQUETE MEDIANO 480 GR. INTEGRAL. REBANADO","BIMBO","PAN","BASICOS",16,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"PAN DE CAJA","PAQUETE MEDIANO 460 GR. REBANADO BLANCO","BIMBO","PAN","BASICOS",15.55,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"HARINA HOT CAKES","CAJA 800 GR.","PRONTO TRADICIONALES","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",16.5,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"PASTA PARA SOPA","PAQUETE 200 GR. SPAGHETTI","VESTA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",3.05,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"GALLETAS DULCES","CAJA 652 GR. RICANELAS","GAMESA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",23.8,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"GALLETAS DULCES","CAJA 620 GR. RE DE CANELA","CUETARA","GALLETAS PASTAS Y HARINAS DE TRIGO","BASICOS",21.7,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"ACONDICIONADOR / ENJUAGUE","BOTELLA 400 ML. CONTROL CAIDA","PANTENE","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",43.9,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"TINTE PARA EL CABELLO","CAJA","WELLA KOLESTON. 40","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",49.9,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"SHAMPOO","BOTELLA 400 ML. PROTECCION CAIDA","HEAD & SHOULDERS","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",49.9,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"DETERGENTE P/ROPA","BOTELLA 1 LT. LIQUIDO. DELICADA","VEL ROSITA","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",29.86,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"INSECTICIDA AEROSOL","BOTE 309 GR. (SIN PROMOCION) O BOTE 372 GR. (CON PROMOCION)","H-24. CASA Y JARDIN","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",31.7,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"CREMA LIQUIDA","BOTELLA 400 ML. PIEL SECA. AGUA DE ROSAS + ACEITE DE AGUACATE","PALMOLIVE. HYDRA NATURA","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",40.25,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"CREMA LIQUIDA","BOTELLA 420 ML. CLASICA PIEL SECA.","HINDS","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",31.15,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"TOALLA FEMENINA","BOLSA 16 PIEZAS. NATURAL FLEX. ANATÓMICA. CON ALAS","KOTEX","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",22.85,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"PAÑALES DESECHABLES","PAQUETE 38 PIEZAS. ETAPA 4. NIÑA","HUGGIES. ULTRA CONFORT","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",140,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"MERMELADA","FRASCO 270 GR. PIÑA","LA COSTEÑA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",12.4,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"CHICHAROS EN LATA","LATA 220 GR.","CLEMENTE JACQUES","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",4.85,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"PURE DE TOMATE","CAJA 1 KG. CONDIMENTADO","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",14.72,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"CHILES EN LATA","LATA 215 GR. JALAPENOS EN ESCABECHE","SAN MARCOS","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",5.15,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"CHILES EN LATA","LATA 220 GR. CHIPOTLES ADOBADOS","LA COSTENA","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",10.5,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"DETERGENTE P/TRASTES","BOTELLA 900 ML. LIQUIDO. LIMON","AXION","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",19.6,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"GOLD","CAJA 640 GR.","NESTLE","ARROZ Y CEREALES PREPARADOS","BASICOS",42.65,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"MOLE ROJO EN PASTA","VASO 235 GR.","DONA MARIA","CONDIMENTOS","MERCADOS",18.6,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"CAFE TOSTADO Y MOLIDO","BOLSA 454 GR.","INTERNACIONAL DESCAFEINADO","CAFE","BASICOS",54.5,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"CAFE TOSTADO Y MOLIDO","BOLSA 400 GR.","LEGAL. MEZCLADO CON AZUCAR","CAFE","BASICOS",35.6,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"CAFE SOLUBLE","FRASCO 200 GR. ROJA CON AZUCAR","LEGAL","CAFE","MERCADOS",38.55,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
"DURAZNOS EN ALMIBAR","LATA 800 GR. MITADES","HERDEZ","FRUTAS Y LEGUMBRES PROCESADAS","BASICOS",25.55,"2011-01-10 00:00:00.000","I.S.S.S.T.E.","TIENDA DE AUTOSERVICIO","I.S.S.S.T.E. SUCURSAL 7","CORUÑA S/N ESQ. SUR 65-A","DISTRITO FEDERAL","IZTACALCO                               ",19.400879,-99.131672
